,lineId,name,team,position,icetime,iceTimeRank,games_played,situation,Player1,Player2,Player3
1066,847851984795918479661,Jeannot-Cirelli-Eyssimont,TBL,line,3510,145,17,5on5,Jeannot,Cirelli,Eyssimont
1067,847579984763928480113,Iafallo-Lowry-Niederreiter,WPG,line,1384,279,22,5on5,Iafallo,Lowry,Niederreiter
1069,847121484757448478440,Ovechkin-Strome-Kuznetsov,WSH,line,935,42,5,5on5,Ovechkin,Strome,Kuznetsov
1070,847798984795438481093,Pezzetta-Dvorak-Harvey-Pinard,MTL,line,985,33,4,5on5,Pezzetta,Dvorak,Harvey-Pinard
1071,847410284808138482078,Raymond-Perron-Veleno,DET,line,2170,99,10,5on5,Raymond,Perron,Veleno
1072,847403484752208482079,Foligno-Rossi-Maroon,MIN,line,1039,122,13,5on5,Foligno,Rossi,Maroon
1073,847646984774978482749,Armia-Monahan-Roy,MTL,line,2763,19,6,5on5,Armia,Monahan,Roy
1074,847515884768878482062,Smith-O'Reilly-Forsberg,NSH,line,715,279,17,5on5,Smith,O'Reilly,Forsberg
1075,847707084796198480890,Carcone-Jenik-O'Brien,ARI,line,1608,15,4,5on5,Carcone,Jenik,O'Brien
1077,848079884821178484144,Reichel-Bedard-Kurashev,CHI,line,4856,101,17,5on5,Reichel,Bedard,Kurashev
1078,847653984769058479353,Howden-Stephenson-Marchessault,VGK,line,2934,60,9,5on5,Howden,Stephenson,Marchessault
1079,847515184757548477392,Palmieri-Nelson-Fasching,NYI,line,4762,129,18,5on5,Palmieri,Nelson,Fasching
1080,847399484741498482740,Benn-Johnston-Dadonov,DAL,line,18862,136,40,5on5,Benn,Johnston,Dadonov
1086,847688184808218482667,Eklund-Hertl-Zadina,SJS,line,4499,82,11,5on5,Eklund,Hertl,Zadina
1087,847996884809808481422,Lucchini-Dewar-Lettieri,MIN,line,930,48,5,5on5,Lucchini,Dewar,Lettieri
1089,847750584799778481789,Kartye-Wennberg-Yamamoto,SEA,line,1020,132,14,5on5,Kartye,Wennberg,Yamamoto
1090,847415084782118478233,Hunt-Backlund-Mangiapane,CGY,line,804,53,6,5on5,Hunt,Backlund,Mangiapane
1091,847528784784148482110,Mercer-Haula-Meier,NJD,line,4038,215,21,5on5,Mercer,Haula,Meier
1092,848099584815828482720,Robertson-Holmberg-Knies,TOR,line,2963,79,11,5on5,Robertson,Holmberg,Knies
1093,848014484809958482259,Mcmann-Kampf-Holmberg,TOR,line,769,59,5,5on5,Mcmann,Kampf,Holmberg
1094,847415084763998481068,Coleman-Backlund-Sharangovich,CGY,line,1429,109,8,5on5,Coleman,Backlund,Sharangovich
1095,847168584779608482124,Kempe-Kopitar-Byfield,LAK,line,38321,194,71,5on5,Kempe,Kopitar,Byfield
1097,847471584768728480015,Tippett-Laughton-Atkinson,PHI,line,2594,178,20,5on5,Tippett,Laughton,Atkinson
1098,848000384808808481556,Lauko-Beecher-Boqvist,BOS,line,852,51,6,5on5,Lauko,Beecher,Boqvist
1101,847929184815928482652,Pelletier-Rooney-Duehr,CGY,line,2370,53,9,5on5,Pelletier,Rooney,Duehr
1102,847516684815828482720,Robertson-Tavares-Knies,TOR,line,732,80,6,5on5,Robertson,Tavares,Knies
1105,847398684793688482745,Killorn-Mctavish-Jones,ANA,line,2218,23,5,5on5,Killorn,Mctavish,Jones
1106,848035584810658484314,Crookshank-Kastelic-Smejkal,OTT,line,656,57,5,5on5,Crookshank,Kastelic,Smejkal
1107,847572284770218483431,Zucker-Kerfoot-Cooley,ARI,line,1353,63,6,5on5,Zucker,Kerfoot,Cooley
1108,847745684779528482078,Raymond-Compher-Fabbri,DET,line,1339,98,8,5on5,Raymond,Compher,Fabbri
1109,847750884779318479414,Nosek-Lazar-Bastian,NJD,line,639,59,7,5on5,Nosek,Lazar,Bastian
1111,847688284780478480039,Teravainen-Necas-Bunting,CAR,line,1658,32,5,5on5,Teravainen,Necas,Bunting
1112,847516884789758480848,Marchment-Duchene-Dellandrea,DAL,line,3625,121,14,5on5,Marchment,Duchene,Dellandrea
1113,847522084774518478493,Foligno-Hartman-Eriksson Ek,MIN,line,1562,32,5,5on5,Foligno,Hartman,Eriksson Ek
1114,847584884769818477989,Anderson-Dvorak-Gallagher,MTL,line,905,20,4,5on5,Anderson,Dvorak,Gallagher
1115,847687284807978481553,Farabee-Laughton-Brink,PHI,line,5113,201,23,5on5,Farabee,Laughton,Brink
1116,847060484764428478569,Nieto-Acciari-Carter,PIT,line,6430,57,16,5on5,Nieto,Acciari,Carter
1117,847515184757548481601,Palmieri-Nelson-Holmstrom,NYI,line,2364,171,17,5on5,Palmieri,Nelson,Holmstrom
1118,847061084757938477494,Drouin-Johansen-Parise,COL,line,2216,60,7,5on5,Drouin,Johansen,Parise
1119,847685884816248482496,Di Giuseppe-Aman-Mikheyev,VAN,line,1166,55,7,5on5,Di Giuseppe,Aman,Mikheyev
1120,847702184784748481711,Maccelli-Kerfoot-Crouse,ARI,line,3523,295,27,5on5,Maccelli,Kerfoot,Crouse
1121,847846384807988484144,Beauvillier-Bedard-Kurashev,CHI,line,5885,122,17,5on5,Beauvillier,Bedard,Kurashev
1122,847739284775008478445,Barzal-Horvat-Fasching,NYI,line,649,167,16,5on5,Barzal,Horvat,Fasching
1123,847414984768898480848,Dellandrea-Faksa-Dadonov,DAL,line,1205,43,6,5on5,Dellandrea,Faksa,Dadonov
1125,847576884775058481789,Kartye-Wennberg-Schwartz,SEA,line,1705,96,10,5on5,Kartye,Wennberg,Schwartz
1126,847516484808068483570,Lundestrom-Meyers-Silfverberg,ANA,line,1151,29,4,5on5,Lundestrom,Meyers,Silfverberg
1127,847794984794208482175,Thompson-Tuch-Peterka,BUF,line,9343,102,20,5on5,Thompson,Tuch,Peterka
1129,847745684779528478466,Fabbri-Compher-Sprong,DET,line,628,160,13,5on5,Fabbri,Compher,Sprong
1133,847121884740098482157,Cuylle-Bonino-Wheeler,NYR,line,2367,98,12,5on5,Cuylle,Bonino,Wheeler
1134,847169884757448481580,Mcmichael-Kuznetsov-Oshie,WSH,line,2168,18,5,5on5,Mcmichael,Kuznetsov,Oshie
1135,847846684800118480813,Kostin-Veleno-Sprong,DET,line,3408,113,16,5on5,Kostin,Veleno,Sprong
1136,847572284770218478474,Crouse-Kerfoot-Zucker,ARI,line,2943,34,8,5on5,Crouse,Kerfoot,Zucker
1137,847574484769218480039,Martinook-Kuznetsov-Necas,CAR,line,1652,72,9,5on5,Martinook,Kuznetsov,Necas
1140,847897584827028482740,Marchment-Johnston-Stankoven,DAL,line,634,174,17,5on5,Marchment,Johnston,Stankoven
1142,847841484794158482110,Mercer-Mcleod-Meier,NJD,line,5515,71,14,5on5,Mercer,Mcleod,Meier
1143,847750184784208479999,Nichushkin-Mittelstadt-Rantanen,COL,line,1923,60,7,5on5,Nichushkin,Mittelstadt,Rantanen
1144,847688784784388482146,Forsberg-Novak-Evangelista,NSH,line,1959,483,39,5on5,Forsberg,Novak,Evangelista
1145,847749684782338479346,Mangiapane-Lindholm-Dube,CGY,line,1137,35,4,5on5,Mangiapane,Lindholm,Dube
1147,847516984774068478585,Kane-Ryan-Janmark,EDM,line,2927,105,13,5on5,Kane,Ryan,Janmark
1148,847464184793688481517,Jones-Henrique-Leason,ANA,line,2539,40,8,5on5,Jones,Henrique,Leason
1149,847403784757458479365,Van Riemsdyk-Coyle-Frederic,BOS,line,7474,205,23,5on5,Van Riemsdyk,Coyle,Frederic
1150,847488484768818477407,Duclair-Hertl-Hoffman,SJS,line,1008,94,8,5on5,Duclair,Hertl,Hoffman
1151,847572684757998476392,Toffoli-Lowry-Niederreiter,WPG,line,656,39,4,5on5,Toffoli,Lowry,Niederreiter
1153,848002884807978481553,Farabee-Frost-Brink,PHI,line,1777,272,20,5on5,Farabee,Frost,Brink
1154,847456484764538478010,Stamkos-Point-Kucherov,TBL,line,18840,256,49,5on5,Stamkos,Point,Kucherov
1156,847645384785198479542,Hagel-Cirelli-Kucherov,TBL,line,2721,481,42,5on5,Hagel,Cirelli,Kucherov
1157,847692784816178482496,Aman-Blueger-Podkolzin,VAN,line,979,26,4,5on5,Aman,Blueger,Podkolzin
1158,847999984821758484145,Benson-Mittelstadt-Peterka,BUF,line,2504,214,23,5on5,Benson,Mittelstadt,Peterka
1163,847576084779518481711,Maccelli-Bjugstad-Schmaltz,ARI,line,717,282,22,5on5,Maccelli,Bjugstad,Schmaltz
1164,847410284774568477952,Perron-Compher-Fabbri,DET,line,2263,149,12,5on5,Perron,Compher,Fabbri
1166,847516484808068481517,Leason-Lundestrom-Silfverberg,ANA,line,2044,43,8,5on5,Leason,Lundestrom,Silfverberg
1169,847687284784398482159,Foerster-Laughton-Konecny,PHI,line,4587,342,26,5on5,Foerster,Laughton,Konecny
1171,847488484774738477846,Hoffman-Carpenter-Bailey,SJS,line,1398,103,10,5on5,Hoffman,Carpenter,Bailey
1173,847576584785428478831,Rodrigues-Stenlund-Tarasenko,FLA,line,645,17,3,5on5,Rodrigues,Stenlund,Tarasenko
1174,847807884804488482092,Kelly-Chartier-Greig,OTT,line,609,11,2,5on5,Kelly,Chartier,Greig
1176,847062184734228477450,Foligno-Dickinson-Perry,CHI,line,3327,47,9,5on5,Foligno,Dickinson,Perry
1177,847788784795468481556,Brown-Beecher-Steen,BOS,line,1112,12,3,5on5,Brown,Beecher,Steen
1178,847643884800238482089,Saad-Thomas-Neighbours,STL,line,1762,103,10,5on5,Saad,Thomas,Neighbours
1180,847576384764388479385,Saad-Hayes-Kyrou,STL,line,2077,213,21,5on5,Saad,Hayes,Kyrou
1184,847933684794008479994,Anderson-Dolan-Dubois-Grundstrom,LAK,line,1182,57,7,5on5,Anderson-Dolan,Dubois,Grundstrom
1185,847696084793838480252,Katchouk-Guttman-Athanasiou,CHI,line,688,8,2,5on5,Katchouk,Guttman,Athanasiou
1186,847584284783668481517,Leason-Carrick-Vatrano,ANA,line,621,120,12,5on5,Leason,Carrick,Vatrano
1189,847744484775058479293,Tanev-Wennberg-Burakovsky,SEA,line,1244,90,8,5on5,Tanev,Wennberg,Burakovsky
1190,847936584799878480003,Boqvist-Geekie-Frederic,BOS,line,790,75,7,5on5,Boqvist,Geekie,Frederic
1191,848148184815608482155,Laferriere-Lizotte-Kaliyev,LAK,line,809,89,8,5on5,Laferriere,Lizotte,Kaliyev
1193,847794984784138479420,Greenway-Thompson-Tuch,BUF,line,3612,214,21,5on5,Greenway,Thompson,Tuch
1194,847931684808218482667,Kunin-Eklund-Zadina,SJS,line,7022,124,18,5on5,Kunin,Eklund,Zadina
1195,847121584784008482055,O'Connor-Malkin-White,PIT,line,1107,12,3,5on5,O'Connor,Malkin,White
1198,847994184826608482705,Johnson-Sillinger-Danforth,CBJ,line,3118,48,9,5on5,Johnson,Sillinger,Danforth
1199,847345384808518481481,Lewis-Lizotte-Thomas,LAK,line,1222,24,4,5on5,Lewis,Lizotte,Thomas
1200,847688284800398480835,Teravainen-Drury-Necas,CAR,line,1079,79,8,5on5,Teravainen,Drury,Necas
1201,847647484784278482093,Jarvis-Aho-Noesen,CAR,line,3467,49,9,5on5,Jarvis,Aho,Noesen
1202,847638984785508482109,Lafreniere-Trocheck-Panarin,NYR,line,51785,97,74,5on5,Lafreniere,Trocheck,Panarin
1203,847793184794148482125,Holtz-Nosek-Bastian,NJD,line,1433,48,7,5on5,Holtz,Nosek,Bastian
1205,847578484779498479999,Skinner-Mittelstadt-Tuch,BUF,line,8566,182,25,5on5,Skinner,Mittelstadt,Tuch
1206,847167584764838478047,Bunting-Crosby-Rakell,PIT,line,860,49,4,5on5,Bunting,Crosby,Rakell
1207,847647484779628480835,Lemieux-Drury-Noesen,CAR,line,2700,83,12,5on5,Lemieux,Drury,Noesen
1210,847079484784498480027,Robertson-Pavelski-Hintz,DAL,line,43125,188,75,5on5,Robertson,Pavelski,Hintz
1211,847456484774268478519,Cirelli-Paul-Stamkos,TBL,line,2717,146,18,5on5,Cirelli,Paul,Stamkos
1213,847576384802818482737,Bolduc-Hayes-Toropchenko,STL,line,996,27,3,5on5,Bolduc,Hayes,Toropchenko
1214,847514984779198482079,Johansson-Rossi-Gaudreau,MIN,line,761,204,17,5on5,Johansson,Rossi,Gaudreau
1215,847639284779408480014,Ehlers-Lowry-Vilardi,WPG,line,1081,22,4,5on5,Ehlers,Lowry,Vilardi
1216,847794284794008479675,Fiala-Dubois-Moore,LAK,line,761,309,23,5on5,Fiala,Dubois,Moore
1217,847167584764838477404,Guentzel-Crosby-Rakell,PIT,line,11664,167,28,5on5,Guentzel,Crosby,Rakell
1219,847062184751698477934,Kane-Draisaitl-Perry,EDM,line,2525,93,11,5on5,Kane,Draisaitl,Perry
1221,847887384808068482118,Colangelo-Lundestrom-Terry,ANA,line,666,2,1,5on5,Colangelo,Lundestrom,Terry
1222,847632984770218477070,O'Brien-Kerfoot-Boyd,ARI,line,1322,9,3,5on5,O'Brien,Kerfoot,Boyd
1225,847578484779498479420,Skinner-Thompson-Tuch,BUF,line,14190,222,38,5on5,Skinner,Thompson,Tuch
1226,847418984784248482055,O'Connor-Eller-Harkins,PIT,line,1743,110,9,5on5,O'Connor,Eller,Harkins
1228,847351284757658482116,Sttzle-Giroux-Tarasenko,OTT,line,1989,169,16,5on5,Sttzle,Giroux,Tarasenko
1230,847418984785698482055,O'Connor-Acciari-Eller,PIT,line,899,149,16,5on5,O'Connor,Acciari,Eller
1231,847804684795468480003,Heinen-Boqvist-Steen,BOS,line,2448,40,9,5on5,Heinen,Boqvist,Steen
1232,847804684793658483505,Heinen-Frederic-Poitras,BOS,line,1162,72,6,5on5,Heinen,Frederic,Poitras
1233,847574484795478482148,Lapierre-Kuznetsov-Phillips,WSH,line,898,8,2,5on5,Lapierre,Kuznetsov,Phillips
1235,847516684779398482259,Mcmann-Tavares-Nylander,TOR,line,4414,213,23,5on5,Mcmann,Tavares,Nylander
1237,847569284815578482079,Boldy-Rossi-Zuccarello,MIN,line,1877,184,12,5on5,Boldy,Rossi,Zuccarello
1238,847345384793368479400,Lewis-Dubois-Grundstrom,LAK,line,959,78,9,5on5,Lewis,Dubois,Grundstrom
1241,847410284774568479337,Perron-Compher-Debrincat,DET,line,671,141,11,5on5,Perron,Compher,Debrincat
1243,847414984751688478975,Marchment-Duchene-Dadonov,DAL,line,1603,273,22,5on5,Marchment,Duchene,Dadonov
1245,847579984764608478891,Appleton-Scheifele-Niederreiter,WPG,line,1461,368,35,5on5,Appleton,Scheifele,Niederreiter
1246,847648084779408480014,Ehlers-Namestnikov-Vilardi,WPG,line,654,82,7,5on5,Ehlers,Namestnikov,Vilardi
1247,847629284794078481559,Bratt-Palat-Hughes,NJD,line,657,247,18,5on5,Bratt,Palat,Hughes
1248,847645484779348477998,Foegele-Draisaitl-Nugent-Hopkins,EDM,line,1998,228,17,5on5,Foegele,Draisaitl,Nugent-Hopkins
1249,847798784793838481147,Katchouk-Johnson-Donato,CHI,line,3244,47,9,5on5,Katchouk,Johnson,Donato
1250,848085584826998483431,Mcbain-Cooley-Guenther,ARI,line,1384,38,6,5on5,Mcbain,Cooley,Guenther
1251,847688184801888482667,Zetterlund-Hertl-Eklund,SJS,line,5893,266,28,5on5,Zetterlund,Hertl,Eklund
1252,847790384800688480245,Hathaway-Poehling-Lycksell,PHI,line,1523,43,6,5on5,Hathaway,Poehling,Lycksell
1253,847742684778398479591,Paul-Sheary-Eyssimont,TBL,line,4193,217,23,5on5,Paul,Sheary,Eyssimont
1254,847646884784448480012,Pettersson-Miller-Boeser,VAN,line,7431,338,34,5on5,Pettersson,Miller,Boeser
1257,847646984810938481618,Harvey-Pinard-Newhook-Armia,MTL,line,1032,47,5,5on5,Harvey-Pinard,Newhook,Armia
1258,847169884779478478440,Milano-Strome-Oshie,WSH,line,1469,27,5,5on5,Milano,Strome,Oshie
1259,847341984799878483505,Marchand-Poitras-Geekie,BOS,line,1051,131,11,5on5,Marchand,Poitras,Geekie
1260,847579384774258477494,Drouin-Johansen-Wood,COL,line,737,115,11,5on5,Drouin,Johansen,Wood
1261,848109384816188483515,Harvey-Pinard-Newhook-Slafkovsky,MTL,line,768,68,5,5on5,Harvey-Pinard,Newhook,Slafkovsky
1262,847579884774078479316,Duclair-Granlund-Kunin,SJS,line,732,126,11,5on5,Duclair,Granlund,Kunin
1263,847534384768808479359,Malenstyn-Dowd-Wilson,WSH,line,2656,269,27,5on5,Malenstyn,Dowd,Wilson
1264,847181784809808480995,Dewar-Holmberg-Reaves,TOR,line,770,30,4,5on5,Dewar,Holmberg,Reaves
1265,847514984784938480267,Johansson-Eriksson Ek-Walker,MIN,line,733,17,2,5on5,Johansson,Eriksson Ek,Walker
1266,847742984799928480813,Rasmussen-Copp-Veleno,DET,line,1622,128,12,5on5,Rasmussen,Copp,Veleno
1267,847578484794208482175,Skinner-Thompson-Peterka,BUF,line,1158,245,21,5on5,Skinner,Thompson,Peterka
1270,847415084763998476456,Coleman-Backlund-Huberdeau,CGY,line,16203,287,43,5on5,Coleman,Backlund,Huberdeau
1271,847351284820928482116,Greig-Giroux-Sttzle,OTT,line,1360,77,9,5on5,Greig,Giroux,Sttzle
1275,847662484769188482157,Vesey-Goodrow-Cuylle,NYR,line,5073,165,21,5on5,Vesey,Goodrow,Cuylle
1277,847345384793368481560,Grundstrom-Lewis-Kaliyev,LAK,line,657,55,6,5on5,Grundstrom,Lewis,Kaliyev
1278,847848384793188480995,Marner-Matthews-Holmberg,TOR,line,2255,135,12,5on5,Marner,Matthews,Holmberg
1279,847645684782118482074,Hunt-Zary-Huberdeau,CGY,line,2199,9,4,5on5,Hunt,Zary,Huberdeau
1281,847740984779338477935,Verhaeghe-Bennett-Reinhart,FLA,line,645,289,23,5on5,Verhaeghe,Bennett,Reinhart
1283,847350484747098476419,Martin-Pageau-Clutterbuck,NYI,line,1891,218,22,5on5,Martin,Pageau,Clutterbuck
1285,847999984815288482175,Cozens-Mittelstadt-Peterka,BUF,line,2384,81,10,5on5,Cozens,Mittelstadt,Peterka
1286,847637484800748482705,Texier-Kuraly-Sillinger,CBJ,line,813,40,6,5on5,Texier,Kuraly,Sillinger
1289,847467984768878478438,Forsberg-Novak-Nyquist,NSH,line,1418,439,33,5on5,Forsberg,Novak,Nyquist
1290,847740284779538480023,Buchnevich-Thomas-Kapanen,STL,line,6548,224,24,5on5,Buchnevich,Thomas,Kapanen
1291,847687284784398480797,Farabee-Laughton-Konecny,PHI,line,1859,366,22,5on5,Farabee,Laughton,Konecny
1292,847843884817048482146,Parssinen-Novak-Evangelista,NSH,line,2567,158,17,5on5,Parssinen,Novak,Evangelista
1293,847702184770708483597,Kelemen-Kerfoot-O'Brien,ARI,line,1150,36,6,5on5,Kelemen,Kerfoot,O'Brien
1294,847846684799928480011,Kostin-Rasmussen-Sprong,DET,line,1665,66,7,5on5,Kostin,Rasmussen,Sprong
1295,847747684774928477494,Lehkonen-Mackinnon-Drouin,COL,line,4629,157,18,5on5,Lehkonen,Mackinnon,Drouin
1296,847591384769058481604,Dorofeyev-Stephenson-Stone,VGK,line,5830,59,12,5on5,Dorofeyev,Stephenson,Stone
1297,847639384785428482113,Cousins-Lundell-Rodrigues,FLA,line,866,142,15,5on5,Cousins,Lundell,Rodrigues
1299,847691984770738481518,Macdermid-Tierney-Foote,NJD,line,971,17,4,5on5,Macdermid,Tierney,Foote
1301,847744684820628482146,Smith-Mccarron-Evangelista,NSH,line,1403,444,32,5on5,Smith,Mccarron,Evangelista
1302,847344984815228483468,Krebs-Okposo-Kulich,BUF,line,627,3,1,5on5,Krebs,Okposo,Kulich
1304,847646884784448478856,Garland-Miller-Boeser,VAN,line,674,162,14,5on5,Garland,Miller,Boeser
1306,847883184789048479066,Lomberg-Lorentz-Stenlund,FLA,line,5668,69,16,5on5,Lomberg,Lorentz,Stenlund
1308,847576684768228479661,Watson-Glendening-Jeannot,TBL,line,2208,80,10,5on5,Watson,Glendening,Jeannot
1309,847517284763998478233,Mangiapane-Kadri-Coleman,CGY,line,657,230,19,5on5,Mangiapane,Kadri,Coleman
1310,847351284773308480064,Kubalik-Norris-Giroux,OTT,line,1510,57,7,5on5,Kubalik,Norris,Giroux
1312,847646884780578478444,Joshua-Miller-Boeser,VAN,line,785,210,18,5on5,Joshua,Miller,Boeser
1313,847648084802898482149,Perfetti-Barron-Namestnikov,WPG,line,2531,51,9,5on5,Perfetti,Barron,Namestnikov
1314,847750884784148482110,Mercer-Lazar-Meier,NJD,line,3897,122,15,5on5,Mercer,Lazar,Meier
1316,847404084785858480468,Hamblin-Ryan-Gagner,EDM,line,2534,35,8,5on5,Hamblin,Ryan,Gagner
1317,847793084792938481789,Tanev-Bellemare-Kartye,SEA,line,2210,140,16,5on5,Tanev,Bellemare,Kartye
1318,847733084780788478472,Kubalik-Chartier-Joseph,OTT,line,1990,49,8,5on5,Kubalik,Chartier,Joseph
1321,847458684779558482665,Mccann-Beniers-Eberle,SEA,line,16047,182,39,5on5,Mccann,Beniers,Eberle
1322,847515884768878482146,Forsberg-O'Reilly-Evangelista,NSH,line,1551,613,38,5on5,Forsberg,O'Reilly,Evangelista
1324,847576884774448481789,Burakovsky-Kartye-Schwartz,SEA,line,764,83,9,5on5,Burakovsky,Kartye,Schwartz
1327,847931684802168482222,Barabanov-Peterson-Kunin,SJS,line,719,46,3,5on5,Barabanov,Peterson,Kunin
1329,847742584774948479525,Wood-Colton-Drouin,COL,line,4270,92,16,5on5,Wood,Colton,Drouin
1330,847688084784408481656,Protas-Strome-Wilson,WSH,line,4330,129,15,5on5,Protas,Strome,Wilson
1331,847639384779358479314,Tkachuk-Bennett-Cousins,FLA,line,12229,129,28,5on5,Tkachuk,Bennett,Cousins
1332,847747684795208479999,Lehkonen-Mittelstadt-Duhaime,COL,line,2047,30,5,5on5,Lehkonen,Mittelstadt,Duhaime
1333,848014484822598482720,Knies-Kampf-Mcmann,TOR,line,1117,27,4,5on5,Knies,Kampf,Mcmann
1334,847414184785128479337,Kane-Czarnik-Debrincat,DET,line,1851,93,10,5on5,Kane,Czarnik,Debrincat
1335,847702184779518479343,Schmaltz-Kerfoot-Keller,ARI,line,12297,341,42,5on5,Schmaltz,Kerfoot,Keller
1336,848001584800288482159,Foerster-Frost-Tippett,PHI,line,2363,246,24,5on5,Foerster,Frost,Tippett
1339,847682284773538479661,Jeannot-Glendening-Motte,TBL,line,4807,115,18,5on5,Jeannot,Glendening,Motte
1340,848020884815968482092,Greig-Pinto-Batherson,OTT,line,1146,140,13,5on5,Greig,Pinto,Batherson
1341,847682284778398479661,Jeannot-Glendening-Sheary,TBL,line,1032,61,6,5on5,Jeannot,Glendening,Sheary
1342,847845884808938481716,Roslovic-Voronkov-Marchenko,CBJ,line,625,10,2,5on5,Roslovic,Voronkov,Marchenko
1343,847062184779878480025,Donato-Entwistle-Perry,CHI,line,1271,10,3,5on5,Donato,Entwistle,Perry
1344,847516684774798477503,Bertuzzi-Tavares-Domi,TOR,line,601,220,18,5on5,Bertuzzi,Tavares,Domi
1346,847644884775118479353,Howden-Karlsson-Mantha,VGK,line,1310,69,6,5on5,Howden,Karlsson,Mantha
1347,847846384788568480459,Beauvillier-Suter-Garland,VAN,line,1138,104,11,5on5,Beauvillier,Suter,Garland
1348,847517084779538480281,Toropchenko-Schenn-Kapanen,STL,line,1018,163,14,5on5,Toropchenko,Schenn,Kapanen
1349,847646084779408478891,Ehlers-Scheifele-Appleton,WPG,line,749,85,8,5on5,Ehlers,Scheifele,Appleton
1351,847579984764808478891,Appleton-Namestnikov-Niederreiter,WPG,line,809,375,28,5on5,Appleton,Namestnikov,Niederreiter
1352,847579384774768477501,Lehkonen-Johansen-Nichushkin,COL,line,2286,46,8,5on5,Lehkonen,Johansen,Nichushkin
1354,847169884741578481580,Pacioretty-Mcmichael-Oshie,WSH,line,1942,85,9,5on5,Pacioretty,Mcmichael,Oshie
1355,847796084794008482155,Kempe-Dubois-Laferriere,LAK,line,2944,81,10,5on5,Kempe,Dubois,Laferriere
1356,847745084793158482172,Slaggert-Dickinson-Anderson,CHI,line,1645,59,7,5on5,Slaggert,Dickinson,Anderson
1360,847733084804488482092,Kelly-Greig-Kubalik,OTT,line,2487,106,14,5on5,Kelly,Greig,Kubalik
1361,847648084774978478398,Connor-Monahan-Namestnikov,WPG,line,707,38,4,5on5,Connor,Monahan,Namestnikov
1362,847740284793858480281,Kyrou-Buchnevich-Toropchenko,STL,line,1555,74,7,5on5,Kyrou,Buchnevich,Toropchenko
1364,847574484821488483491,Miroshnichenko-Kuznetsov-Lapierre,WSH,line,647,8,2,5on5,Miroshnichenko,Kuznetsov,Lapierre
1368,847791984795208480980,Gaudreau-Dewar-Duhaime,MIN,line,2715,72,11,5on5,Gaudreau,Dewar,Duhaime
1369,847121584758108477404,Guentzel-Malkin-Rust,PIT,line,728,244,21,5on5,Guentzel,Malkin,Rust
1370,847637484796718482744,Malatesta-Kuraly-Olivier,CBJ,line,947,7,2,5on5,Malatesta,Kuraly,Olivier
1371,847954684808808481556,Lauko-Beecher-Steen,BOS,line,4629,45,12,5on5,Lauko,Beecher,Steen
1373,847576584815968482092,Greig-Pinto-Tarasenko,OTT,line,3250,28,8,5on5,Greig,Pinto,Tarasenko
1376,847692584785088481704,Trenin-Sissons-Parssinen,NSH,line,2545,166,14,5on5,Trenin,Sissons,Parssinen
1377,847515184757548477500,Horvat-Nelson-Palmieri,NYI,line,4291,120,15,5on5,Horvat,Nelson,Palmieri
1380,847643284824758482705,Jenner-Sillinger-Chinakhov,CBJ,line,652,64,6,5on5,Jenner,Sillinger,Chinakhov
1381,847749484775018479999,Drouin-Mittelstadt-Nichushkin,COL,line,754,77,7,5on5,Drouin,Mittelstadt,Nichushkin
1383,847931684800218482222,Barabanov-Studnicka-Kunin,SJS,line,1220,26,4,5on5,Barabanov,Studnicka,Kunin
1384,847810984793708481751,Olofsson-Jost-Rousek,BUF,line,1156,19,4,5on5,Olofsson,Jost,Rousek
1386,847749784779408482149,Ehlers-Monahan-Perfetti,WPG,line,3108,48,8,5on5,Ehlers,Monahan,Perfetti
1387,847516984757868477934,Kane-Draisaitl-Hyman,EDM,line,2145,168,15,5on5,Kane,Draisaitl,Hyman
1388,847579484789758479351,Marchment-Seguin-Steel,DAL,line,1395,175,15,5on5,Marchment,Seguin,Steel
1389,847576584802088482116,Tarasenko-Sttzle-Batherson,OTT,line,9291,150,24,5on5,Tarasenko,Sttzle,Batherson
