,lineId,name,team,position,icetime,iceTimeRank,games_played,situation,Player1,Player2,Player3
733,847793984793188479393,Gregor-Matthews-Nylander,TOR,line,978,41,5,5on5,Gregor,Matthews,Nylander
734,847487084762788477987,Donato-Johnson-Blackwell,CHI,line,668,7,2,5on5,Donato,Johnson,Blackwell
735,847410284741418477456,Perron-Compher-Kane,DET,line,4546,136,14,5on5,Perron,Compher,Kane
736,847997284814228481550,Beckman-Lucchini-Shaw,MIN,line,1632,11,4,5on5,Beckman,Lucchini,Shaw
739,848028984808458481019,Barron-Kupari-Gustafsson,WPG,line,4593,50,13,5on5,Barron,Kupari,Gustafsson
740,847747384778468481477,Sturm-Carpenter-Bailey,SJS,line,643,142,14,5on5,Sturm,Carpenter,Bailey
741,847954684799878480880,Lauko-Geekie-Steen,BOS,line,729,78,8,5on5,Lauko,Geekie,Steen
742,847576884774168477955,Schwartz-Mccann-Bjorkstrand,SEA,line,2401,96,11,5on5,Schwartz,Mccann,Bjorkstrand
744,848076284815288484145,Benson-Cozens-Robinson,BUF,line,692,36,3,5on5,Benson,Cozens,Robinson
746,847733084810658482092,Crookshank-Greig-Kubalik,OTT,line,2326,24,7,5on5,Crookshank,Greig,Kubalik
747,848020584826608484166,Johnson-Fantilli-Bemstrom,CBJ,line,3136,135,15,5on5,Johnson,Fantilli,Bemstrom
749,847804684784988483505,Heinen-Poitras-Debrusk,BOS,line,3791,29,9,5on5,Heinen,Poitras,Debrusk
751,847836684788738480870,Terry-Groulx-Vatrano,ANA,line,1792,31,5,5on5,Terry,Groulx,Vatrano
752,847687184784008481093,Harvey-Pinard-White-Pearson,MTL,line,873,8,2,5on5,Harvey-Pinard,White,Pearson
753,848154084816188483515,Slafkovsky-Newhook-Caufield,MTL,line,738,177,19,5on5,Slafkovsky,Newhook,Caufield
754,847168584779608482155,Kempe-Kopitar-Laferriere,LAK,line,4914,230,23,5on5,Kempe,Kopitar,Laferriere
755,847579884774078480821,Duclair-Granlund-Zadina,SJS,line,757,5,2,5on5,Duclair,Granlund,Zadina
756,847849384788648481557,Boldy-Eriksson Ek-Kaprizov,MIN,line,22494,206,49,5on5,Boldy,Eriksson Ek,Kaprizov
758,847798784800258481147,Donato-Entwistle-Johnson,CHI,line,4783,90,17,5on5,Donato,Entwistle,Johnson
759,847696084793838480025,Katchouk-Athanasiou-Entwistle,CHI,line,653,8,2,5on5,Katchouk,Athanasiou,Entwistle
760,847169884815808481656,Protas-Mcmichael-Oshie,WSH,line,2268,145,15,5on5,Protas,Mcmichael,Oshie
763,847345384779428481481,Fiala-Lewis-Lizotte,LAK,line,4020,223,24,5on5,Fiala,Lewis,Lizotte
764,847169984757938481641,Kiviranta-Johansen-Cogliano,COL,line,2593,133,15,5on5,Kiviranta,Johansen,Cogliano
765,847345384814818482124,Lizotte-Lewis-Byfield,LAK,line,1157,156,16,5on5,Lizotte,Lewis,Byfield
766,847688284780478480829,Teravainen-Kotkaniemi-Bunting,CAR,line,860,147,12,5on5,Teravainen,Kotkaniemi,Bunting
767,848085384815778481704,Foudy-Parssinen-Tomasino,NSH,line,763,29,3,5on5,Foudy,Parssinen,Tomasino
769,847929384817898482665,Kartye-Beniers-Tanev,SEA,line,1308,114,9,5on5,Kartye,Beniers,Tanev
770,847645484774068478402,Janmark-Mcdavid-Nugent-Hopkins,EDM,line,630,61,4,5on5,Janmark,Mcdavid,Nugent-Hopkins
771,847751184784408481656,Protas-Strome-Mantha,WSH,line,1119,217,15,5on5,Protas,Strome,Mantha
772,847487084769608479390,Johnson-Athanasiou-Raddysh,CHI,line,1655,40,6,5on5,Johnson,Athanasiou,Raddysh
774,847733084780788480208,Kubalik-Chartier-Batherson,OTT,line,1773,89,10,5on5,Kubalik,Chartier,Batherson
775,847575484781158478445,Engvall-Nelson-Barzal,NYI,line,1419,353,32,5on5,Engvall,Nelson,Barzal
777,847523584768728477903,Deslauriers-Laughton-Hathaway,PHI,line,6410,270,32,5on5,Deslauriers,Laughton,Hathaway
778,847584284769348481517,Mcginn-Carrick-Leason,ANA,line,2073,57,9,5on5,Mcginn,Carrick,Leason
781,847639384788318478904,Cousins-Lorentz-Stenlund,FLA,line,945,98,8,5on5,Cousins,Lorentz,Stenlund
782,847528784775088479414,Lazar-Haula-Bastian,NJD,line,2722,27,6,5on5,Lazar,Haula,Bastian
786,847707084808558481077,Leonard-Mcbain-O'Brien,ARI,line,1328,16,4,5on5,Leonard,Mcbain,O'Brien
787,847167584758108478047,Bunting-Crosby-Rust,PIT,line,2550,65,10,5on5,Bunting,Crosby,Rust
788,847690584775118479353,Howden-Stephenson-Mantha,VGK,line,1125,23,4,5on5,Howden,Stephenson,Mantha
789,847645384774268478010,Paul-Point-Kucherov,TBL,line,6006,424,40,5on5,Paul,Point,Kucherov
790,847804784800398480829,Bunting-Kotkaniemi-Necas,CAR,line,6833,265,32,5on5,Bunting,Kotkaniemi,Necas
791,847516984757868478402,Kane-Mcdavid-Hyman,EDM,line,3282,521,40,5on5,Kane,Mcdavid,Hyman
792,847931684800118484911,Kostin-Kunin-Graf,SJS,line,2588,8,4,5on5,Kostin,Kunin,Graf
793,847518484764598478550,Kreider-Zibanejad-Panarin,NYR,line,3723,359,45,5on5,Kreider,Zibanejad,Panarin
798,847886484815578482079,Boldy-Rossi-Kaprizov,MIN,line,4880,400,41,5on5,Boldy,Rossi,Kaprizov
799,847935984795478482148,Malenstyn-Phillips-Lapierre,WSH,line,724,42,4,5on5,Malenstyn,Phillips,Lapierre
800,847691384779308479977,Shore-Bellemare-Yamamoto,SEA,line,3868,44,11,5on5,Shore,Bellemare,Yamamoto
802,847690584780208481604,Dorofeyev-Stephenson-Amadio,VGK,line,760,67,6,5on5,Dorofeyev,Stephenson,Amadio
803,847168584779428482124,Fiala-Kopitar-Byfield,LAK,line,1060,113,11,5on5,Fiala,Kopitar,Byfield
804,847351284802088482116,Batherson-Sttzle-Giroux,OTT,line,2626,95,9,5on5,Batherson,Sttzle,Giroux
805,847749784810588482476,Heineman-Monahan-Ylnen,MTL,line,1085,6,2,5on5,Heineman,Monahan,Ylnen
807,847517284763998482074,Zary-Kadri-Coleman,CGY,line,954,372,31,5on5,Zary,Kadri,Coleman
808,847516684779398480995,Nylander-Tavares-Holmberg,TOR,line,923,49,5,5on5,Nylander,Tavares,Holmberg
809,847742684785198479718,Paul-Cirelli-Barr-Boulet,TBL,line,728,37,3,5on5,Paul,Cirelli,Barr-Boulet
811,847579984763928478891,Appleton-Lowry-Niederreiter,WPG,line,40922,200,72,5on5,Appleton,Lowry,Niederreiter
812,847804384800128481624,Lafferty-Pettersson-Mikheyev,VAN,line,6433,143,20,5on5,Lafferty,Pettersson,Mikheyev
813,847415084763998481028,Coleman-Backlund-Pospisil,CGY,line,2428,77,8,5on5,Coleman,Backlund,Pospisil
814,847646184807978481553,Farabee-Couturier-Brink,PHI,line,948,184,14,5on5,Farabee,Couturier,Brink
818,847516684774798478483,Bertuzzi-Tavares-Marner,TOR,line,7244,243,28,5on5,Bertuzzi,Tavares,Marner
819,847414184774568479337,Debrincat-Compher-Kane,DET,line,10930,245,35,5on5,Debrincat,Compher,Kane
821,847415084810688482679,Sharangovich-Backlund-Coronato,CGY,line,1642,33,5,5on5,Sharangovich,Backlund,Coronato
823,847569284774518482079,Zuccarello-Rossi-Hartman,MIN,line,3856,48,9,5on5,Zuccarello,Rossi,Hartman
825,847634684802058482705,Gaudreau-Sillinger-Bemstrom,CBJ,line,660,63,6,5on5,Gaudreau,Sillinger,Bemstrom
827,847933984799418484166,Laine-Fantilli-Danforth,CBJ,line,951,17,3,5on5,Laine,Fantilli,Danforth
828,848020884820928482116,Sttzle-Greig-Batherson,OTT,line,1632,90,9,5on5,Sttzle,Greig,Batherson
829,847751184815808481656,Protas-Mcmichael-Mantha,WSH,line,19203,153,42,5on5,Protas,Mcmichael,Mantha
830,847572684763928478891,Appleton-Lowry-Toffoli,WPG,line,1612,5,3,5on5,Appleton,Lowry,Toffoli
831,847344984793708481522,Krebs-Jost-Okposo,BUF,line,1065,72,7,5on5,Krebs,Jost,Okposo
832,848001484801138482149,Iafallo-Vilardi-Perfetti,WPG,line,1618,20,4,5on5,Iafallo,Vilardi,Perfetti
833,847855084800788482109,Lafreniere-Chytil-Panarin,NYR,line,6403,18,10,5on5,Lafreniere,Chytil,Panarin
834,847514984774518477919,Johansson-Hartman-Gaudreau,MIN,line,879,168,16,5on5,Johansson,Hartman,Gaudreau
835,847689784802818481543,Alexandrov-Sundqvist-Toropchenko,STL,line,748,42,5,5on5,Alexandrov,Sundqvist,Toropchenko
837,847797984793598482148,Malenstyn-Lapierre-Aube-Kubel,WSH,line,1185,136,12,5on5,Malenstyn,Lapierre,Aube-Kubel
838,847579884800118480188,Zetterlund-Granlund-Kostin,SJS,line,6752,82,15,5on5,Zetterlund,Granlund,Kostin
841,848082184814778482133,Bordeleau-Sturm-Zadina,SJS,line,783,43,5,5on5,Bordeleau,Sturm,Zadina
842,847528784794078480002,Haula-Hischier-Bratt,NJD,line,697,89,6,5on5,Haula,Hischier,Bratt
845,847749684788568481617,Garland-Lindholm-Podkolzin,VAN,line,2800,96,10,5on5,Garland,Lindholm,Podkolzin
846,847458684751938482665,Tatar-Beniers-Eberle,SEA,line,12002,112,29,5on5,Tatar,Beniers,Eberle
848,848076284815228484145,Benson-Krebs-Robinson,BUF,line,797,65,5,5on5,Benson,Krebs,Robinson
849,847688084815808481656,Protas-Mcmichael-Wilson,WSH,line,2012,199,22,5on5,Protas,Mcmichael,Wilson
851,847747384814778482133,Bordeleau-Sturm-Bailey,SJS,line,3195,60,10,5on5,Bordeleau,Sturm,Bailey
852,847793484779988480802,Foegele-Mcleod-Draisaitl,EDM,line,8606,127,21,5on5,Foegele,Mcleod,Draisaitl
853,847931584821728483493,Slaggert-Nazar-Anderson,CHI,line,652,21,2,5on5,Slaggert,Nazar,Anderson
854,847523184775008478445,Cizikas-Horvat-Barzal,NYI,line,5563,43,10,5on5,Cizikas,Horvat,Barzal
855,847585584764748480835,Fast-Drury-Noesen,CAR,line,3651,96,14,5on5,Fast,Drury,Noesen
856,847400984757528476624,Goodrow-Bonino-Pitlick,NYR,line,862,8,2,5on5,Goodrow,Bonino,Pitlick
857,847534384793598481656,Malenstyn-Dowd-Protas,WSH,line,3675,119,18,5on5,Malenstyn,Dowd,Protas
858,847415784759588476880,Pacioretty-Sgarbossa-Wilson,WSH,line,1080,42,5,5on5,Pacioretty,Sgarbossa,Wilson
859,847750884821108482125,Mercer-Lazar-Holtz,NJD,line,992,146,14,5on5,Mercer,Lazar,Holtz
860,848001584800288481553,Tippett-Frost-Brink,PHI,line,6885,217,28,5on5,Tippett,Frost,Brink
861,847516484775278480870,Johnston-Groulx-Silfverberg,ANA,line,671,74,6,5on5,Johnston,Groulx,Silfverberg
863,847403784780468479987,Van Riemsdyk-Geekie-Heinen,BOS,line,750,187,14,5on5,Van Riemsdyk,Geekie,Heinen
864,847644884775118481604,Dorofeyev-Karlsson-Mantha,VGK,line,5197,53,11,5on5,Dorofeyev,Karlsson,Mantha
865,847418984793448480205,Bemstrom-Eller-Puljujarvi,PIT,line,1168,46,6,5on5,Bemstrom,Eller,Puljujarvi
867,847749784800148482149,Perfetti-Monahan-Vilardi,WPG,line,1359,13,3,5on5,Perfetti,Monahan,Vilardi
868,847796484784348478462,Barbashev-Roy-Kolesar,VGK,line,717,234,18,5on5,Barbashev,Roy,Kolesar
869,847168584779608478042,Kempe-Kopitar-Arvidsson,LAK,line,831,72,9,5on5,Kempe,Kopitar,Arvidsson
871,847645884783668478873,Terry-Strome-Vatrano,ANA,line,3301,46,9,5on5,Terry,Strome,Vatrano
872,847488484774738479316,Hoffman-Kunin-Bailey,SJS,line,2736,47,10,5on5,Hoffman,Kunin,Bailey
873,847584884800188481618,Newhook-Suzuki-Gallagher,MTL,line,3440,6,5,5on5,Newhook,Suzuki,Gallagher
874,847821184792918482652,Hunt-Rooney-Duehr,CGY,line,1868,40,7,5on5,Hunt,Rooney,Duehr
875,847740984774938478542,Verhaeghe-Barkov-Rodrigues,FLA,line,1221,72,8,5on5,Verhaeghe,Barkov,Rodrigues
877,847517084757638479385,Schenn-Hayes-Kyrou,STL,line,3887,53,9,5on5,Schenn,Hayes,Kyrou
878,847350484764198481601,Holmstrom-Pageau-Clutterbuck,NYI,line,1673,252,24,5on5,Holmstrom,Pageau,Clutterbuck
879,847516684775038477939,Domi-Tavares-Nylander,TOR,line,1833,70,9,5on5,Domi,Tavares,Nylander
881,847854284788318478904,Lorentz-Stenlund-Rodrigues,FLA,line,696,84,9,5on5,Lorentz,Stenlund,Rodrigues
883,847807884784728480448,Kelly-Chartier-Joseph,OTT,line,1144,129,16,5on5,Kelly,Chartier,Joseph
886,847578484799998482175,Skinner-Mittelstadt-Peterka,BUF,line,3714,214,23,5on5,Skinner,Mittelstadt,Peterka
888,847841384815288484145,Benson-Cozens-Greenway,BUF,line,4196,154,18,5on5,Benson,Cozens,Greenway
889,847963884800038481556,Boqvist-Beecher-Brazeau,BOS,line,1810,20,6,5on5,Boqvist,Beecher,Brazeau
891,847350484747098475231,Cizikas-Martin-Clutterbuck,NYI,line,8951,138,28,5on5,Cizikas,Martin,Clutterbuck
893,847584884764698478133,Armia-Evans-Gallagher,MTL,line,1705,251,21,5on5,Armia,Evans,Gallagher
894,847784684793798480021,Carpenter-Studnicka-Smith,SJS,line,906,5,2,5on5,Carpenter,Studnicka,Smith
895,847662484769188477380,Vesey-Goodrow-Brodzinski,NYR,line,3800,133,15,5on5,Vesey,Goodrow,Brodzinski
897,847688184801888480821,Zetterlund-Hertl-Zadina,SJS,line,1656,80,7,5on5,Zetterlund,Hertl,Zadina
899,847572284768738476925,Zucker-Sissons-Jankowski,NSH,line,1636,57,8,5on5,Zucker,Sissons,Jankowski
900,847692784780438481624,Lafferty-Blueger-Mikheyev,VAN,line,1304,191,18,5on5,Lafferty,Blueger,Mikheyev
904,847843284799928480011,Kostin-Fischer-Rasmussen,DET,line,1163,33,5,5on5,Kostin,Fischer,Rasmussen
905,847403484751498478493,Maroon-Eriksson Ek-Johansson,MIN,line,2785,192,19,5on5,Maroon,Eriksson Ek,Johansson
906,847351284808018482092,Tkachuk-Greig-Giroux,OTT,line,3984,207,20,5on5,Tkachuk,Greig,Giroux
907,848006484802088482092,Norris-Greig-Batherson,OTT,line,3439,110,12,5on5,Norris,Greig,Batherson
909,847646084764808478398,Connor-Scheifele-Namestnikov,WPG,line,4549,110,17,5on5,Connor,Scheifele,Namestnikov
910,848028984808458482149,Perfetti-Kupari-Barron,WPG,line,1019,27,4,5on5,Perfetti,Kupari,Barron
913,847398684746418479368,Jones-Henrique-Killorn,ANA,line,1535,54,6,5on5,Jones,Henrique,Killorn
914,847847284808018481596,Tkachuk-Pinto-Joseph,OTT,line,686,18,2,5on5,Tkachuk,Pinto,Joseph
918,847647484800398480835,Necas-Drury-Noesen,CAR,line,8391,203,31,5on5,Necas,Drury,Noesen
919,847645684810688482679,Huberdeau-Sharangovich-Coronato,CGY,line,2045,40,7,5on5,Huberdeau,Sharangovich,Coronato
921,847698184800188481540,Caufield-Suzuki-Anderson,MTL,line,4637,206,28,5on5,Caufield,Suzuki,Anderson
922,847883184790668479981,Gadjovich-Stenlund-Lomberg,FLA,line,10142,141,29,5on5,Gadjovich,Stenlund,Lomberg
923,847691984794148482125,Holtz-Tierney-Bastian,NJD,line,2094,42,8,5on5,Holtz,Tierney,Bastian
924,847517284764568483808,Kuzmenko-Kadri-Huberdeau,CGY,line,879,195,19,5on5,Kuzmenko,Kadri,Huberdeau
925,847576584784728480064,Tarasenko-Norris-Joseph,OTT,line,1492,52,7,5on5,Tarasenko,Norris,Joseph
927,847061084780288481641,Parise-Olofsson-Kiviranta,COL,line,730,27,3,5on5,Parise,Olofsson,Kiviranta
928,847797984793598481656,Protas-Malenstyn-Aube-Kubel,WSH,line,626,13,3,5on5,Protas,Malenstyn,Aube-Kubel
929,847488484774738481477,Hoffman-Sturm-Bailey,SJS,line,1171,71,8,5on5,Hoffman,Sturm,Bailey
930,848002784808488482740,Robertson-Johnston-Dellandrea,DAL,line,628,105,10,5on5,Robertson,Johnston,Dellandrea
932,847467984751588476887,Forsberg-O'Reilly-Nyquist,NSH,line,45988,117,78,5on5,Forsberg,O'Reilly,Nyquist
933,847342284748708479390,Johnson-Foligno-Raddysh,CHI,line,6935,72,15,5on5,Johnson,Foligno,Raddysh
938,848178984827518483012,Kartye-Morrison-Winterton,SEA,line,1862,15,4,5on5,Kartye,Morrison,Winterton
940,847169884757448477947,Milano-Kuznetsov-Oshie,WSH,line,4056,77,11,5on5,Milano,Kuznetsov,Oshie
943,847931684800118482101,Gushchin-Kunin-Kostin,SJS,line,756,7,2,5on5,Gushchin,Kunin,Kostin
945,847403484752208478493,Foligno-Eriksson Ek-Maroon,MIN,line,3701,132,16,5on5,Foligno,Eriksson Ek,Maroon
946,847931684808218482222,Barabanov-Kunin-Zadina,SJS,line,1317,19,4,5on5,Barabanov,Kunin,Zadina
947,847931684808218481477,Kunin-Sturm-Zadina,SJS,line,1040,201,16,5on5,Kunin,Sturm,Zadina
948,847645884783668484153,Strome-Carlsson-Vatrano,ANA,line,978,167,11,5on5,Strome,Carlsson,Vatrano
951,847579884793168482101,Gushchin-Granlund-Kunin,SJS,line,760,1,1,5on5,Gushchin,Granlund,Kunin
952,847522084774518482079,Foligno-Hartman-Rossi,MIN,line,725,110,9,5on5,Foligno,Hartman,Rossi
953,847595884775118481656,Protas-Sgarbossa-Mantha,WSH,line,900,46,5,5on5,Protas,Sgarbossa,Mantha
955,847576584800648480208,Tarasenko-Norris-Batherson,OTT,line,1734,75,7,5on5,Tarasenko,Norris,Batherson
958,847967184799418482451,Pyyhtia-Danforth-Olivier,CBJ,line,773,21,3,5on5,Pyyhtia,Danforth,Olivier
959,847517084779448477953,Vrana-Schenn-Kapanen,STL,line,1187,43,5,5on5,Vrana,Schenn,Kapanen
960,847522584793518480848,Steel-Dellandrea-Smith,DAL,line,2890,42,9,5on5,Steel,Dellandrea,Smith
961,847576384764388477953,Saad-Hayes-Kapanen,STL,line,3838,203,26,5on5,Saad,Hayes,Kapanen
962,848001284815358481624,Hoglander-Pettersson-Mikheyev,VAN,line,3275,52,9,5on5,Hoglander,Pettersson,Mikheyev
963,847514984774518482079,Johansson-Rossi-Hartman,MIN,line,5232,279,33,5on5,Johansson,Rossi,Hartman
964,847079484739948482740,Benn-Johnston-Pavelski,DAL,line,1777,323,26,5on5,Benn,Johnston,Pavelski
965,847688284800398480829,Teravainen-Kotkaniemi-Necas,CAR,line,4535,128,17,5on5,Teravainen,Kotkaniemi,Necas
966,847856984793448480205,Bemstrom-Acciari-Puljujarvi,PIT,line,957,28,4,5on5,Bemstrom,Acciari,Puljujarvi
967,847405384774078482222,Duclair-Couture-Barabanov,SJS,line,2153,31,6,5on5,Duclair,Couture,Barabanov
968,847843484793538480007,Rondbjerg-Howden-Kolesar,VGK,line,3862,90,13,5on5,Rondbjerg,Howden,Kolesar
969,847578484779498481522,Skinner-Krebs-Tuch,BUF,line,670,237,18,5on5,Skinner,Krebs,Tuch
970,847534384793598483491,Miroshnichenko-Dowd-Malenstyn,WSH,line,871,62,6,5on5,Miroshnichenko,Dowd,Malenstyn
972,847793384785428482113,Reinhart-Lundell-Rodrigues,FLA,line,1359,282,22,5on5,Reinhart,Lundell,Rodrigues
973,847404084770158482077,Holloway-Gagner-Brown,EDM,line,1011,14,3,5on5,Holloway,Gagner,Brown
974,847847284804488482092,Kelly-Greig-Joseph,OTT,line,1475,248,22,5on5,Kelly,Greig,Joseph
975,847645684774968478233,Mangiapane-Lindholm-Huberdeau,CGY,line,4886,65,13,5on5,Mangiapane,Lindholm,Huberdeau
979,847740984779338482113,Verhaeghe-Lundell-Reinhart,FLA,line,800,228,20,5on5,Verhaeghe,Lundell,Reinhart
980,847572284770218480008,Zucker-Ruzicka-Kerfoot,ARI,line,751,7,2,5on5,Zucker,Ruzicka,Kerfoot
981,847798984815408483515,Slafkovsky-Dvorak-Caufield,MTL,line,6237,126,18,5on5,Slafkovsky,Dvorak,Caufield
982,847576384779538482737,Bolduc-Hayes-Kapanen,STL,line,3215,80,12,5on5,Bolduc,Hayes,Kapanen
983,847574484768828480039,Teravainen-Kuznetsov-Necas,CAR,line,2377,55,7,5on5,Teravainen,Kuznetsov,Necas
985,847418984764838482055,O'Connor-Eller-Rakell,PIT,line,1916,149,17,5on5,O'Connor,Eller,Rakell
986,847784684780998479379,Smith-Carpenter-Labanc,SJS,line,1679,48,9,5on5,Smith,Carpenter,Labanc
988,847646084779408480113,Ehlers-Scheifele-Iafallo,WPG,line,673,89,9,5on5,Ehlers,Scheifele,Iafallo
989,847514984774518478493,Johansson-Eriksson Ek-Hartman,MIN,line,1421,158,12,5on5,Johansson,Eriksson Ek,Hartman
990,847519384757938477494,Drouin-Johansen-Tatar,COL,line,5736,83,16,5on5,Drouin,Johansen,Tatar
991,847121484815808481656,Ovechkin-Mcmichael-Protas,WSH,line,623,84,6,5on5,Ovechkin,Mcmichael,Protas
992,847595884779798479359,Malenstyn-Sgarbossa-Aube-Kubel,WSH,line,2926,133,15,5on5,Malenstyn,Sgarbossa,Aube-Kubel
993,847702184796198481711,Carcone-Kerfoot-Maccelli,ARI,line,3010,57,11,5on5,Carcone,Kerfoot,Maccelli
994,847488484801888481477,Zetterlund-Sturm-Hoffman,SJS,line,1094,127,11,5on5,Zetterlund,Sturm,Hoffman
995,848106884820748482679,Sharangovich-Zary-Coronato,CGY,line,1117,40,5,5on5,Sharangovich,Zary,Coronato
996,847745084807988484144,Kurashev-Bedard-Dickinson,CHI,line,4586,65,10,5on5,Kurashev,Bedard,Dickinson
998,847750584792938480009,Tanev-Wennberg-Tolvanen,SEA,line,761,100,8,5on5,Tanev,Wennberg,Tolvanen
999,847572284768738479996,Zucker-Jankowski-Glass,NSH,line,772,1,1,5on5,Zucker,Jankowski,Glass
1001,847168584779608479400,Dubois-Kopitar-Kempe,LAK,line,1734,83,7,5on5,Dubois,Kopitar,Kempe
1002,847398684783668482745,Killorn-Mctavish-Vatrano,ANA,line,4916,126,17,5on5,Killorn,Mctavish,Vatrano
1003,847645484774068477998,Foegele-Nugent-Hopkins-Janmark,EDM,line,731,67,6,5on5,Foegele,Nugent-Hopkins,Janmark
1005,847648084779408478398,Connor-Namestnikov-Ehlers,WPG,line,2097,91,12,5on5,Connor,Namestnikov,Ehlers
1006,847121584795478482055,O'Connor-Malkin-Phillips,PIT,line,898,12,3,5on5,O'Connor,Malkin,Phillips
1008,847121884763898482157,Cuylle-Trocheck-Wheeler,NYR,line,5668,106,17,5on5,Cuylle,Trocheck,Wheeler
1010,847690584774788477511,Carrier-Stephenson-Mantha,VGK,line,805,17,3,5on5,Carrier,Stephenson,Mantha
1011,848089384817168482475,Chinakhov-Voronkov-Marchenko,CBJ,line,15775,128,30,5on5,Chinakhov,Voronkov,Marchenko
1013,848001884815408481618,Suzuki-Newhook-Caufield,MTL,line,1050,35,5,5on5,Suzuki,Newhook,Caufield
1014,847516684784838479318,Matthews-Tavares-Marner,TOR,line,943,340,23,5on5,Matthews,Tavares,Marner
1015,847745184788648481557,Boldy-Hartman-Kaprizov,MIN,line,2257,187,18,5on5,Boldy,Hartman,Kaprizov
1016,847645384778398478010,Sheary-Point-Kucherov,TBL,line,1174,73,7,5on5,Sheary,Point,Kucherov
1017,847692584785088479996,Trenin-Sissons-Glass,NSH,line,5712,60,13,5on5,Trenin,Sissons,Glass
1019,847528784762928482125,Palat-Haula-Holtz,NJD,line,1652,118,10,5on5,Palat,Haula,Holtz
1020,847805784784638480459,Beauvillier-Suter-Joshua,VAN,line,1938,73,10,5on5,Beauvillier,Suter,Joshua
1021,847516884752258478975,Marchment-Duchene-Smith,DAL,line,1135,298,28,5on5,Marchment,Duchene,Smith
1022,847519384799778481789,Kartye-Yamamoto-Tatar,SEA,line,902,50,6,5on5,Kartye,Yamamoto,Tatar
1023,847458684800098482665,Tolvanen-Beniers-Eberle,SEA,line,3227,335,26,5on5,Tolvanen,Beniers,Eberle
1025,847534384779798479359,Malenstyn-Dowd-Aube-Kubel,WSH,line,25560,133,50,5on5,Malenstyn,Dowd,Aube-Kubel
1026,847572284770218479619,Zucker-Kerfoot-Carcone,ARI,line,5438,89,16,5on5,Zucker,Kerfoot,Carcone
1029,847890484790668479367,Lomberg-Lorentz-Lockwood,FLA,line,2702,45,9,5on5,Lomberg,Lorentz,Lockwood
1030,847519384757938478420,Tatar-Johansen-Rantanen,COL,line,1370,56,6,5on5,Tatar,Johansen,Rantanen
1031,847841484794158482125,Holtz-Mcleod-Meier,NJD,line,637,98,8,5on5,Holtz,Mcleod,Meier
1032,847414184793378480813,Kane-Veleno-Debrincat,DET,line,4342,198,26,5on5,Kane,Veleno,Debrincat
1034,847646884768588478444,Di Giuseppe-Miller-Boeser,VAN,line,13133,103,29,5on5,Di Giuseppe,Miller,Boeser
1035,847695284795368480289,Jonsson-Fjallby-Toninato-Barron,WPG,line,3727,50,11,5on5,Jonsson-Fjallby,Toninato,Barron
1036,847653984769058477964,Barbashev-Stephenson-Marchessault,VGK,line,759,289,24,5on5,Barbashev,Stephenson,Marchessault
1037,847802084784628481032,Cotter-Roy-Amadio,VGK,line,1875,174,19,5on5,Cotter,Roy,Amadio
1039,847403784784018478498,Van Riemsdyk-Zacha-Debrusk,BOS,line,2854,148,15,5on5,Van Riemsdyk,Zacha,Debrusk
1040,847517284764568477496,Huberdeau-Lindholm-Kadri,CGY,line,758,136,13,5on5,Huberdeau,Lindholm,Kadri
1041,847341984757458478409,Marchand-Coyle-Richard,BOS,line,600,50,4,5on5,Marchand,Coyle,Richard
1043,847579884801888482667,Eklund-Granlund-Zetterlund,SJS,line,7122,316,37,5on5,Eklund,Granlund,Zetterlund
1044,847638984785508482157,Cuylle-Trocheck-Panarin,NYR,line,607,87,7,5on5,Cuylle,Trocheck,Panarin
1045,847742684795918482070,Eyssimont-Paul-Chaffee,TBL,line,5806,105,18,5on5,Eyssimont,Paul,Chaffee
1046,847696084779878484144,Donato-Athanasiou-Bedard,CHI,line,676,38,5,5on5,Donato,Athanasiou,Bedard
1047,847578684779348478402,Hyman-Draisaitl-Mcdavid,EDM,line,17620,338,64,5on5,Hyman,Draisaitl,Mcdavid
1048,847744484779558481789,Kartye-Mccann-Burakovsky,SEA,line,1866,22,5,5on5,Kartye,Mccann,Burakovsky
1051,847488484778468479379,Hoffman-Carpenter-Smith,SJS,line,1834,84,10,5on5,Hoffman,Carpenter,Smith
1052,847121584716758477404,Guentzel-Crosby-Malkin,PIT,line,1035,215,18,5on5,Guentzel,Crosby,Malkin
1058,847795684784988483505,Debrusk-Poitras-Pastrnak,BOS,line,634,187,13,5on5,Debrusk,Poitras,Pastrnak
1059,847523184773928478445,Cizikas-Barzal-Fasching,NYI,line,1145,139,13,5on5,Cizikas,Barzal,Fasching
1060,847458684817898482665,Kartye-Beniers-Eberle,SEA,line,6381,323,35,5on5,Kartye,Beniers,Eberle
1061,847639384801858482113,Luostarinen-Lundell-Cousins,FLA,line,9902,161,29,5on5,Luostarinen,Lundell,Cousins
1062,847415084763998482074,Coleman-Zary-Backlund,CGY,line,924,248,23,5on5,Coleman,Zary,Backlund
1063,847516984779348482077,Kane-Draisaitl-Holloway,EDM,line,620,6,2,5on5,Kane,Draisaitl,Holloway
1064,847467984769258478508,Trenin-Sissons-Nyquist,NSH,line,1221,432,26,5on5,Trenin,Sissons,Nyquist
1065,847342284748708480798,Kurashev-Foligno-Johnson,CHI,line,1389,131,11,5on5,Kurashev,Foligno,Johnson
